oid,candoid,mjd,fid,magpsf,sigmapsf,magpsf_corr,sigmapsf_corr_ext
ZTF17aaaehye,990163135515010020,58744.16313660005,2,14.8554535,0.0038741797,15.215391,0.005397031
ZTF17aaaehye,967257375515010098,58721.25737270014,2,15.033282,0.05714757,15.008014,0.055832934
ZTF17aaaehye,1427131805515010014,59181.13180560013,1,16.699224,0.044770602,17.47295,0.09130258
ZTF17aaaehye,1369301015515010011,59123.30101849977,2,14.777986,0.041462954,15.333445,0.069158256
ZTF17aaaehye,1109112305515015012,58863.11230320018,1,14.513195,0.032734204,14.316137,0.027300997
ZTF17aaaehye,1084119315515010005,58838.11931709992,1,17.47398,0.13241614,16.698719,0.06483908
ZTF17aaaehye,1345316145515010010,59099.316145800054,2,14.830866,0.054012783,15.250599,0.07950418
ZTF17aaaehye,820527345515015005,58574.527349499986,1,13.690968,0.023376035,13.594097,0.02138073
ZTF17aaaehye,981279995515010027,58735.279999999795,1,16.360266,0.03531418,18.966227,0.38934416
ZTF17aaaehye,1382156685515010017,59136.15668979986,2,14.802591,0.050565813,15.293606,0.07948087
ZTF17aaaehye,984164315515010004,58738.16431709984,2,14.806586,0.044387724,15.287355,0.06911472
ZTF17aaaehye,960198645515010019,58714.19864579989,1,16.472916,0.043734685,18.167646,0.20831405
ZTF17aaaehye,1456140325515015021,59210.14032409992,1,14.717082,0.020025967,14.48342,0.016148381
ZTF17aaaehye,1335289105515010021,59089.28910879977,1,16.398296,0.03207063,18.616924,0.24749056
ZTF17aaaehye,1008189655515010020,58762.189652800094,1,16.32852,0.039140645,19.396389,0.6603527
ZTF17aaaehye,993192155515010040,58747.19215280004,1,16.328358,0.043127447,19.399128,0.72956187
ZTF17aaaehye,675132285515010011,58429.13228010014,2,14.651659,0.06331605,15.583632,0.14938372
ZTF17aaaehye,1337314595515010022,59091.31459489977,1,16.396782,0.036688402,18.628683,0.28660855
ZTF17aaaehye,1295406305515010013,59049.40630789986,2,15.866272,0.122615054,14.551,0.036511943
ZTF17aaaehye,1109096975515015014,58863.09697919991,2,12.384507,0.022103654,12.20808,0.018788556
ZTF17aaaehye,1028224975515010035,58782.224976900034,1,16.315796,0.044460107,19.637146,0.9473505
ZTF17aaaehye,957198075515010007,58711.198078699876,1,16.515982,0.039420784,17.983137,0.15226065
ZTF17aaaehye,1399121855515010008,59153.12185190013,2,14.9603,0.070638,15.084393,0.079190895
ZTF17aaaehye,1004170845515010022,58758.170844899956,2,14.66744,0.05784082,15.547284,0.13006839
ZTF17aaaehye,961256955515010010,58715.25695599988,2,15.2098,0.070451,14.859486,0.05102245
ZTF17aaaehye,1359290535515010016,59113.2905323999,2,14.7647,0.049266,15.355973,0.08492911
ZTF17aaaehye,966278205515010015,58720.278206000105,2,15.0889,0.045712,14.956296,0.040456545
ZTF17aaaehye,1371308915515010011,59125.30891200015,2,14.773765,0.049824987,15.340522,0.08397504
ZTF17aaaehye,1343286205515010014,59097.28620370012,2,14.841006,0.05811621,15.235844,0.08360498
ZTF17aaaehye,1461185455515015012,59215.1854514,2,12.3716,0.011145,12.1971,0.009490297
ZTF17aaaehye,1363236505515010012,59117.23650459992,1,16.352028,0.049320873,19.061453,0.59813684
ZTF17aaaehye,1371281205515010009,59125.28120370023,2,14.772813,0.048979416,15.342128,0.08274461
ZTF17aaaehye,624276435515010010,58378.276435200125,2,14.713476,0.050123587,15.450381,0.09881077
ZTF17aaaehye,1238469535515015011,58992.46953700017,1,18.025158,0.04898443,16.069994,0.008090821
ZTF17aaaehye,1046267995515010025,58800.26799769979,2,14.7388,0.055868,15.402125,0.102918476
